Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFile,CountDeclFunction,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/theme.inc",6,6,7,1,29,2,23,4,0,,45,2028,0,0,2028,172,0,0,172,1044,0,1044,819,0,0,819,1,681,64,0,64,617,0,617,1,1,1,1,31,31,5,0.78,290,290,326,57
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/theme.maintenance.inc",6,6,7,1,37,4,28,5,0,,6,291,0,0,291,31,0,0,31,171,0,171,89,0,0,89,1,135,10,0,10,125,0,125,1,1,1,1,17,17,2,0.52,37,37,43,6
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/unicode.inc",3,3,4,1,20,1,16,2,0,,18,542,0,0,542,45,0,0,45,304,0,304,196,0,0,196,1,200,23,0,23,177,0,177,1,1,1,1,16,16,6,0.64,71,71,83,34
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/xmlrpc.inc",3,2,3,2,17,0,16,1,0,,21,487,0,0,487,25,0,0,25,351,0,351,114,0,0,114,1,237,23,0,23,214,0,214,1,1,1,1,18,9,3,0.32,80,60,83,51
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/xmlrpcs.inc",4,3,4,2,22,0,20,1,0,,11,316,0,0,316,17,0,0,17,228,0,228,71,0,0,71,1,118,12,0,12,106,0,106,1,1,1,1,21,14,4,0.31,48,41,54,28
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/index.php",0,0,0,0,0,0,0,0,0,,0,39,0,0,39,5,0,0,5,21,0,21,13,0,0,13,6,13,0,0,0,13,0,13,5,4,5,1,5,4,2,0.62,0,0,0,0
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/install.php",5,5,5,1,38,3,29,5,0,,27,1180,0,0,1180,138,0,0,138,787,0,787,255,0,0,255,1,451,37,0,37,414,0,414,1,1,1,1,25,25,5,0.32,143,143,160,41
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/ahah.js",3,3,3,1,19,1,15,2,0,,11,228,0,228,0,20,0,20,0,153,153,0,55,0,55,0,1,115,20,20,0,95,95,0,1,1,1,1,11,11,3,0.36,36,36,40,11
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/autocomplete.js",2,1,2,1,8,0,8,1,0,,29,299,0,299,0,27,0,27,0,211,211,0,80,0,80,0,1,160,39,39,0,121,121,0,1,1,1,1,18,5,2,0.38,71,53,79,29
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/batch.js",1,1,1,1,17,1,15,0,0,,4,38,0,38,0,4,0,4,0,28,28,0,6,0,6,0,1,26,12,12,0,14,14,0,1,1,1,1,2,2,1,0.21,6,6,6,4
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/collapse.js",1,1,2,1,13,0,11,1,0,,8,78,0,78,0,4,0,4,0,60,60,0,14,0,14,0,1,43,17,17,0,26,26,0,1,1,1,1,3,3,2,0.23,13,13,19,8
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/drupal.js",2,2,2,1,8,0,7,0,0,,14,297,0,297,0,19,0,19,0,127,127,0,152,0,152,0,2,95,27,27,0,68,68,0,2,2,7,1,7,5,3,1.20,33,31,40,16
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/farbtastic/farbtastic.css",0,0,0,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/farbtastic/farbtastic.js",3,3,3,1,27,2,21,3,0,,19,315,0,315,0,37,0,37,0,222,222,0,56,0,56,0,1,184,45,45,0,139,139,0,1,1,1,1,7,7,3,0.25,57,57,68,26
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/form.js",1,1,1,1,5,0,4,0,0,,2,10,0,10,0,1,0,1,0,7,7,0,2,0,2,0,1,5,2,2,0,3,3,0,1,1,1,1,1,1,0,0.29,2,2,2,2
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/jquery.form.js",2,2,2,1,0,0,0,0,0,,4,13,0,13,0,1,0,1,0,1,1,0,11,0,11,0,1,19,4,4,0,15,15,0,1,1,1,1,5,5,2,11.00,10,10,11,4
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/jquery.js",2,2,2,1,0,0,0,0,0,,4,13,0,13,0,1,0,1,0,1,1,0,11,0,11,0,1,19,4,4,0,15,15,0,1,1,1,1,5,5,2,11.00,10,10,11,4
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/print-rtl.css",0,0,0,0,0,0,0,0,0,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/print.css",0,0,0,0,0,0,0,0,0,,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/progress.js",1,1,1,1,9,0,7,1,0,,9,108,0,108,0,9,0,9,0,67,67,0,32,0,32,0,1,53,12,12,0,41,41,0,1,1,1,1,3,3,1,0.48,15,15,17,9
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/tabledrag.js",3,3,4,1,20,1,16,3,0,,53,1100,0,1100,0,100,0,100,0,712,712,0,315,0,315,0,1,547,136,136,0,411,411,0,1,1,1,1,24,17,6,0.44,198,186,233,76
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/tableheader.js",2,2,2,1,21,1,15,3,0,,10,117,0,117,0,14,0,14,0,82,82,0,21,0,21,0,1,69,25,25,0,44,44,0,1,1,1,1,6,6,3,0.26,20,20,25,10
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/misc/tableselect.js",2,2,2,1,13,1,8,3,0,,9,87,0,87,0,12,0,12,0,54,54,0,21,0,21,0,1,46,13,13,0,33,33,0,1,1,1,1,8,8,3,0.39,22,22,24,14
